zone_id,annee,cumul_pluie_hivernage_mm,nb_jours_pluie,pluie_max_24h_mm,pluie_max_72h_mm,hauteur_crue_fleuve_m,inondation,is_riverain,localite,region,latitude,longitude,altitude_m,pente_pct,distance_plan_eau_m,taux_impermeabilisation_pct,densite_pop_hab_km2,profondeur_nappe_m,nb_inondations_2005_2014,log_distance_plan_eau,zone_basse,indice_pluie_impermeabilisation,assainissement_score,historique_frequence,sol_Argileux,sol_Argilo-sableux,sol_Hydromorphe,sol_Latéritique,sol_Sableux,occ_Agricole,occ_Urbain dense,occ_Urbain lâche,occ_Végétation naturelle,occ_Zone humide (Niayes/bas-fond),assain_Aucun,assain_Complet,assain_Inconnu,assain_Partiel
Z0002,2016,379.2,24,10.0,17.0,0.0,0,0,Pikine,Dakar,14.75951,-17.40893,6.2,0.87,1305,37.1,6555,2.4,0,7.174724309836376,1,3.71,1,0.0,False,False,False,False,True,False,False,True,False,False,False,False,False,True
Z0002,2017,436.2,31,18.8,26.7,0.0,0,0,Pikine,Dakar,14.75951,-17.40893,6.2,0.87,1305,37.1,6555,2.4,0,7.174724309836376,1,6.9748,1,0.0,False,False,False,False,True,False,False,True,False,False,False,False,False,True
Z0002,2018,289.3,17,13.6,22.3,0.0,0,0,Pikine,Dakar,14.75951,-17.40893,6.2,0.87,1305,37.1,6555,2.4,0,7.174724309836376,1,5.0456,1,0.0,False,False,False,False,True,False,False,True,False,False,False,False,False,True
Z0002,2019,394.8,20,17.2,25.9,0.0,0,0,Pikine,Dakar,14.75951,-17.40893,6.2,0.87,1305,37.1,6555,2.4,0,7.174724309836376,1,6.3812,1,0.0,False,False,False,False,True,False,False,True,False,False,False,False,False,True
Z0002,2020,687.7,50,59.7,122.4,0.0,0,0,Pikine,Dakar,14.75951,-17.40893,6.2,0.87,1305,37.1,6555,2.4,0,7.174724309836376,1,22.148700000000005,1,0.0,False,False,False,False,True,False,False,True,False,False,False,False,False,True
Z0002,2021,477.3,33,16.7,34.6,0.0,1,0,Pikine,Dakar,14.75951,-17.40893,6.2,0.87,1305,37.1,6555,2.4,0,7.174724309836376,1,6.1957,1,0.0,False,False,False,False,True,False,False,True,False,False,False,False,False,True
Z0002,2022,440.6,35,17.7,28.2,0.0,0,0,Pikine,Dakar,14.75951,-17.40893,6.2,0.87,1305,37.1,6555,2.4,0,7.174724309836376,1,6.5667,1,0.0,False,False,False,False,True,False,False,True,False,False,False,False,False,True
Z0002,2023,436.2,31,13.5,28.1,0.0,1,0,Pikine,Dakar,14.75951,-17.40893,6.2,0.87,1305,37.1,6555,2.4,0,7.174724309836376,1,5.008500000000001,1,0.0,False,False,False,False,True,False,False,True,False,False,False,False,False,True
Z0002,2024,633.4,50,45.1,66.8,0.0,0,0,Pikine,Dakar,14.75951,-17.40893,6.2,0.87,1305,37.1,6555,2.4,0,7.174724309836376,1,16.7321,1,0.0,False,False,False,False,True,False,False,True,False,False,False,False,False,True
Z0003,2015,281.7,24,13.5,29.3,0.0,0,0,Pikine,Dakar,14.77572,-17.39278,3.0,1.59,1457,27.4,334,3.8,0,7.284820912568604,1,3.699,1,0.0,False,True,False,False,False,True,False,False,False,False,False,False,False,True
Z0003,2016,612.7,46,21.9,34.0,0.0,0,0,Pikine,Dakar,14.77572,-17.39278,3.0,1.59,1457,27.4,334,3.8,0,7.284820912568604,1,6.0005999999999995,1,0.0,False,True,False,False,False,True,False,False,False,False,False,False,False,True
Z0003,2017,465.7,32,17.7,35.3,0.0,0,0,Pikine,Dakar,14.77572,-17.39278,3.0,1.59,1457,27.4,334,3.8,0,7.284820912568604,1,4.849799999999999,1,0.0,False,True,False,False,False,True,False,False,False,False,False,False,False,True
Z0003,2018,382.5,24,17.2,36.0,0.0,0,0,Pikine,Dakar,14.77572,-17.39278,3.0,1.59,1457,27.4,334,3.8,0,7.284820912568604,1,4.7128,1,0.0,False,True,False,False,False,True,False,False,False,False,False,False,False,True
Z0003,2019,394.3,33,10.8,21.3,0.0,0,0,Pikine,Dakar,14.77572,-17.39278,3.0,1.59,1457,27.4,334,3.8,0,7.284820912568604,1,2.9592,1,0.0,False,True,False,False,False,True,False,False,False,False,False,False,False,True
Z0003,2020,555.8,34,43.0,93.6,0.0,1,0,Pikine,Dakar,14.77572,-17.39278,3.0,1.59,1457,27.4,334,3.8,0,7.284820912568604,1,11.782,1,0.0,False,True,False,False,False,True,False,False,False,False,False,False,False,True
Z0003,2021,351.9,28,29.7,45.0,0.0,0,0,Pikine,Dakar,14.77572,-17.39278,3.0,1.59,1457,27.4,334,3.8,0,7.284820912568604,1,8.1378,1,0.0,False,True,False,False,False,True,False,False,False,False,False,False,False,True
Z0003,2022,507.6,39,22.1,46.9,0.0,0,0,Pikine,Dakar,14.77572,-17.39278,3.0,1.59,1457,27.4,334,3.8,0,7.284820912568604,1,6.0554,1,0.0,False,True,False,False,False,True,False,False,False,False,False,False,False,True
Z0003,2023,265.8,22,20.9,37.0,0.0,0,0,Pikine,Dakar,14.77572,-17.39278,3.0,1.59,1457,27.4,334,3.8,0,7.284820912568604,1,5.7265999999999995,1,0.0,False,True,False,False,False,True,False,False,False,False,False,False,False,True
Z0003,2024,400.1,27,10.0,14.2,0.0,0,0,Pikine,Dakar,14.77572,-17.39278,3.0,1.59,1457,27.4,334,3.8,0,7.284820912568604,1,2.74,1,0.0,False,True,False,False,False,True,False,False,False,False,False,False,False,True
Z0004,2015,474.6,33,74.7,148.8,0.0,1,0,Pikine,Dakar,14.72863,-17.37883,8.7,2.7,1343,45.9,307,2.0,1,7.203405521083095,0,34.2873,2,0.1,False,False,True,False,False,False,False,False,False,True,False,True,False,False
Z0004,2016,353.2,30,10.0,20.1,0.0,0,0,Pikine,Dakar,14.72863,-17.37883,8.7,2.7,1343,45.9,307,2.0,1,7.203405521083095,0,4.59,2,0.1,False,False,True,False,False,False,False,False,False,True,False,True,False,False
Z0004,2017,643.0,41,39.8,48.1,0.0,0,0,Pikine,Dakar,14.72863,-17.37883,8.7,2.7,1343,45.9,307,2.0,1,7.203405521083095,0,18.268199999999997,2,0.1,False,False,True,False,False,False,False,False,False,True,False,True,False,False
Z0004,2018,366.4,20,16.4,25.9,0.0,0,0,Pikine,Dakar,14.72863,-17.37883,8.7,2.7,1343,45.9,307,2.0,1,7.203405521083095,0,7.527599999999999,2,0.1,False,False,True,False,False,False,False,False,False,True,False,True,False,False
Z0004,2019,378.7,28,62.5,122.7,0.0,0,0,Pikine,Dakar,14.72863,-17.37883,8.7,2.7,1343,45.9,307,2.0,1,7.203405521083095,0,28.6875,2,0.1,False,False,True,False,False,False,False,False,False,True,False,True,False,False
Z0004,2020,547.4,29,15.2,26.9,0.0,0,0,Pikine,Dakar,14.72863,-17.37883,8.7,2.7,1343,45.9,307,2.0,1,7.203405521083095,0,6.9768,2,0.1,False,False,True,False,False,False,False,False,False,True,False,True,False,False
Z0004,2021,320.7,18,33.1,47.1,0.0,1,0,Pikine,Dakar,14.72863,-17.37883,8.7,2.7,1343,45.9,307,2.0,1,7.203405521083095,0,15.1929,2,0.1,False,False,True,False,False,False,False,False,False,True,False,True,False,False
Z0004,2022,280.9,28,16.2,26.9,0.0,0,0,Pikine,Dakar,14.72863,-17.37883,8.7,2.7,1343,45.9,307,2.0,1,7.203405521083095,0,7.4357999999999995,2,0.1,False,False,True,False,False,False,False,False,False,True,False,True,False,False
Z0004,2023,189.0,16,10.0,17.6,0.0,0,0,Pikine,Dakar,14.72863,-17.37883,8.7,2.7,1343,45.9,307,2.0,1,7.203405521083095,0,4.59,2,0.1,False,False,True,False,False,False,False,False,False,True,False,True,False,False
Z0004,2024,388.4,26,24.0,34.1,0.0,0,0,Pikine,Dakar,14.72863,-17.37883,8.7,2.7,1343,45.9,307,2.0,1,7.203405521083095,0,11.015999999999998,2,0.1,False,False,True,False,False,False,False,False,False,True,False,True,False,False
Z0005,2015,536.8,41,20.1,37.8,0.0,0,0,Pikine,Dakar,14.73964,-17.39799,8.7,0.81,821,34.0,4799,4.6,1,6.71174039505618,0,6.8340000000000005,1,0.1,False,False,False,False,True,False,False,True,False,False,False,False,False,True
Z0005,2016,351.9,23,34.0,51.2,0.0,0,0,Pikine,Dakar,14.73964,-17.39799,8.7,0.81,821,34.0,4799,4.6,1,6.71174039505618,0,11.56,1,0.1,False,False,False,False,True,False,False,True,False,False,False,False,False,True
Z0005,2017,352.2,23,20.9,38.0,0.0,0,0,Pikine,Dakar,14.73964,-17.39799,8.7,0.81,821,34.0,4799,4.6,1,6.71174039505618,0,7.105999999999999,1,0.1,False,False,False,False,True,False,False,True,False,False,False,False,False,True
Z0005,2018,444.6,28,26.2,46.6,0.0,0,0,Pikine,Dakar,14.73964,-17.39799,8.7,0.81,821,34.0,4799,4.6,1,6.71174039505618,0,8.908,1,0.1,False,False,False,False,True,False,False,True,False,False,False,False,False,True
Z0005,2019,348.8,23,19.9,34.1,0.0,0,0,Pikine,Dakar,14.73964,-17.39799,8.7,0.81,821,34.0,4799,4.6,1,6.71174039505618,0,6.765999999999999,1,0.1,False,False,False,False,True,False,False,True,False,False,False,False,False,True
Z0005,2020,402.2,25,22.8,37.9,0.0,0,0,Pikine,Dakar,14.73964,-17.39799,8.7,0.81,821,34.0,4799,4.6,1,6.71174039505618,0,7.752000000000001,1,0.1,False,False,False,False,True,False,False,True,False,False,False,False,False,True
Z0005,2021,351.0,22,16.1,34.1,0.0,0,0,Pikine,Dakar,14.73964,-17.39799,8.7,0.81,821,34.0,4799,4.6,1,6.71174039505618,0,5.474000000000001,1,0.1,False,False,False,False,True,False,False,True,False,False,False,False,False,True
Z0005,2022,552.0,30,32.8,53.0,0.0,0,0,Pikine,Dakar,14.73964,-17.39799,8.7,0.81,821,34.0,4799,4.6,1,6.71174039505618,0,11.151999999999997,1,0.1,False,False,False,False,True,False,False,True,False,False,False,False,False,True
Z0005,2023,360.1,25,17.9,33.1,0.0,0,0,Pikine,Dakar,14.73964,-17.39799,8.7,0.81,821,34.0,4799,4.6,1,6.71174039505618,0,6.085999999999999,1,0.1,False,False,False,False,True,False,False,True,False,False,False,False,False,True
Z0005,2024,401.0,26,26.6,36.9,0.0,0,0,Pikine,Dakar,14.73964,-17.39799,8.7,0.81,821,34.0,4799,4.6,1,6.71174039505618,0,9.044,1,0.1,False,False,False,False,True,False,False,True,False,False,False,False,False,True
Z0006,2015,338.4,22,18.1,29.6,0.0,0,0,Pikine,Dakar,14.75455,-17.37609,0.5,0.07,3500,48.4,7965,2.6,1,8.160803920954665,1,8.7604,1,0.1,False,False,False,False,True,False,False,True,False,False,False,False,False,True
Z0006,2016,410.8,30,10.0,17.4,0.0,1,0,Pikine,Dakar,14.75455,-17.37609,0.5,0.07,3500,48.4,7965,2.6,1,8.160803920954665,1,4.84,1,0.1,False,False,False,False,True,False,False,True,False,False,False,False,False,True
Z0006,2017,350.1,36,15.1,20.4,0.0,0,0,Pikine,Dakar,14.75455,-17.37609,0.5,0.07,3500,48.4,7965,2.6,1,8.160803920954665,1,7.308399999999999,1,0.1,False,False,False,False,True,False,False,True,False,False,False,False,False,True
Z0006,2018,283.6,18,44.4,55.3,0.0,1,0,Pikine,Dakar,14.75455,-17.37609,0.5,0.07,3500,48.4,7965,2.6,1,8.160803920954665,1,21.4896,1,0.1,False,False,False,False,True,False,False,True,False,False,False,False,False,True
Z0006,2019,352.8,26,10.0,17.0,0.0,0,0,Pikine,Dakar,14.75455,-17.37609,0.5,0.07,3500,48.4,7965,2.6,1,8.160803920954665,1,4.84,1,0.1,False,False,False,False,True,False,False,True,False,False,False,False,False,True
Z0006,2020,478.0,28,62.2,91.6,0.0,1,0,Pikine,Dakar,14.75455,-17.37609,0.5,0.07,3500,48.4,7965,2.6,1,8.160803920954665,1,30.1048,1,0.1,False,False,False,False,True,False,False,True,False,False,False,False,False,True
Z0006,2021,323.4,26,27.9,55.4,0.0,1,0,Pikine,Dakar,14.75455,-17.37609,0.5,0.07,3500,48.4,7965,2.6,1,8.160803920954665,1,13.503599999999999,1,0.1,False,False,False,False,True,False,False,True,False,False,False,False,False,True
Z0006,2022,407.4,30,10.7,14.2,0.0,0,0,Pikine,Dakar,14.75455,-17.37609,0.5,0.07,3500,48.4,7965,2.6,1,8.160803920954665,1,5.1788,1,0.1,False,False,False,False,True,False,False,True,False,False,False,False,False,True
Z0006,2023,425.3,25,12.8,27.6,0.0,1,0,Pikine,Dakar,14.75455,-17.37609,0.5,0.07,3500,48.4,7965,2.6,1,8.160803920954665,1,6.1952,1,0.1,False,False,False,False,True,False,False,True,False,False,False,False,False,True
Z0006,2024,552.9,43,19.1,26.3,0.0,0,0,Pikine,Dakar,14.75455,-17.37609,0.5,0.07,3500,48.4,7965,2.6,1,8.160803920954665,1,9.2444,1,0.1,False,False,False,False,True,False,False,True,False,False,False,False,False,True
Z0007,2015,457.1,30,43.8,53.6,0.0,0,0,Pikine,Dakar,14.74502,-17.39111,11.7,0.52,352,67.0,28483,1.9,0,5.8664680569332965,0,29.346,1,0.0,False,False,False,False,True,False,True,False,False,False,False,False,False,True
Z0007,2016,370.9,22,16.3,27.1,0.0,0,0,Pikine,Dakar,14.74502,-17.39111,11.7,0.52,352,67.0,28483,1.9,0,5.8664680569332965,0,10.921000000000001,1,0.0,False,False,False,False,True,False,True,False,False,False,False,False,False,True
Z0007,2017,254.8,19,20.0,37.2,0.0,0,0,Pikine,Dakar,14.74502,-17.39111,11.7,0.52,352,67.0,28483,1.9,0,5.8664680569332965,0,13.4,1,0.0,False,False,False,False,True,False,True,False,False,False,False,False,False,True
Z0007,2018,427.9,33,21.5,46.3,0.0,1,0,Pikine,Dakar,14.74502,-17.39111,11.7,0.52,352,67.0,28483,1.9,0,5.8664680569332965,0,14.405,1,0.0,False,False,False,False,True,False,True,False,False,False,False,False,False,True
Z0007,2019,362.4,31,10.0,17.7,0.0,0,0,Pikine,Dakar,14.74502,-17.39111,11.7,0.52,352,67.0,28483,1.9,0,5.8664680569332965,0,6.7,1,0.0,False,False,False,False,True,False,True,False,False,False,False,False,False,True
Z0007,2020,397.0,22,10.0,20.2,0.0,0,0,Pikine,Dakar,14.74502,-17.39111,11.7,0.52,352,67.0,28483,1.9,0,5.8664680569332965,0,6.7,1,0.0,False,False,False,False,True,False,True,False,False,False,False,False,False,True
Z0007,2021,432.0,27,17.6,38.8,0.0,0,0,Pikine,Dakar,14.74502,-17.39111,11.7,0.52,352,67.0,28483,1.9,0,5.8664680569332965,0,11.792,1,0.0,False,False,False,False,True,False,True,False,False,False,False,False,False,True
Z0007,2022,653.7,41,23.0,41.4,0.0,0,0,Pikine,Dakar,14.74502,-17.39111,11.7,0.52,352,67.0,28483,1.9,0,5.8664680569332965,0,15.41,1,0.0,False,False,False,False,True,False,True,False,False,False,False,False,False,True
Z0007,2023,261.8,20,17.6,32.9,0.0,0,0,Pikine,Dakar,14.74502,-17.39111,11.7,0.52,352,67.0,28483,1.9,0,5.8664680569332965,0,11.792,1,0.0,False,False,False,False,True,False,True,False,False,False,False,False,False,True
Z0007,2024,373.7,21,17.5,35.7,0.0,0,0,Pikine,Dakar,14.74502,-17.39111,11.7,0.52,352,67.0,28483,1.9,0,5.8664680569332965,0,11.725,1,0.0,False,False,False,False,True,False,True,False,False,False,False,False,False,True
Z0008,2015,472.6,31,51.8,99.3,0.0,0,0,Pikine,Dakar,14.76671,-17.41574,13.0,0.41,192,48.3,3344,4.5,2,5.262690188904886,0,25.019399999999997,0,0.2,True,False,False,False,False,False,False,True,False,False,True,False,False,False
Z0008,2016,523.1,39,15.9,32.5,0.0,0,0,Pikine,Dakar,14.76671,-17.41574,13.0,0.41,192,48.3,3344,4.5,2,5.262690188904886,0,7.6797,0,0.2,True,False,False,False,False,False,False,True,False,False,True,False,False,False
Z0008,2017,619.5,45,14.2,23.2,0.0,0,0,Pikine,Dakar,14.76671,-17.41574,13.0,0.41,192,48.3,3344,4.5,2,5.262690188904886,0,6.858599999999999,0,0.2,True,False,False,False,False,False,False,True,False,False,True,False,False,False
Z0008,2018,366.4,28,17.4,31.1,0.0,0,0,Pikine,Dakar,14.76671,-17.41574,13.0,0.41,192,48.3,3344,4.5,2,5.262690188904886,0,8.404199999999998,0,0.2,True,False,False,False,False,False,False,True,False,False,True,False,False,False
Z0008,2019,317.6,15,10.0,19.8,0.0,0,0,Pikine,Dakar,14.76671,-17.41574,13.0,0.41,192,48.3,3344,4.5,2,5.262690188904886,0,4.83,0,0.2,True,False,False,False,False,False,False,True,False,False,True,False,False,False
Z0008,2020,448.8,32,15.3,25.0,0.0,0,0,Pikine,Dakar,14.76671,-17.41574,13.0,0.41,192,48.3,3344,4.5,2,5.262690188904886,0,7.3899,0,0.2,True,False,False,False,False,False,False,True,False,False,True,False,False,False
Z0008,2021,703.0,50,19.1,26.5,0.0,0,0,Pikine,Dakar,14.76671,-17.41574,13.0,0.41,192,48.3,3344,4.5,2,5.262690188904886,0,9.225299999999999,0,0.2,True,False,False,False,False,False,False,True,False,False,True,False,False,False
Z0008,2022,632.2,49,13.7,17.6,0.0,0,0,Pikine,Dakar,14.76671,-17.41574,13.0,0.41,192,48.3,3344,4.5,2,5.262690188904886,0,6.617099999999999,0,0.2,True,False,False,False,False,False,False,True,False,False,True,False,False,False
Z0008,2023,660.1,50,23.9,45.8,0.0,0,0,Pikine,Dakar,14.76671,-17.41574,13.0,0.41,192,48.3,3344,4.5,2,5.262690188904886,0,11.5437,0,0.2,True,False,False,False,False,False,False,True,False,False,True,False,False,False
Z0008,2024,702.8,46,47.7,83.1,0.0,0,0,Pikine,Dakar,14.76671,-17.41574,13.0,0.41,192,48.3,3344,4.5,2,5.262690188904886,0,23.039099999999998,0,0.2,True,False,False,False,False,False,False,True,False,False,True,False,False,False
Z0009,2015,525.7,41,25.7,39.6,0.0,0,0,Pikine,Dakar,14.74164,-17.36738,14.9,0.55,918,20.0,172,3.4,1,6.823286122355687,0,5.14,0,0.1,False,False,False,False,True,True,False,False,False,False,True,False,False,False
Z0009,2016,341.1,20,12.2,22.6,0.0,0,0,Pikine,Dakar,14.74164,-17.36738,14.9,0.55,918,20.0,172,3.4,1,6.823286122355687,0,2.44,0,0.1,False,False,False,False,True,True,False,False,False,False,True,False,False,False
Z0009,2017,444.5,33,24.4,53.5,0.0,0,0,Pikine,Dakar,14.74164,-17.36738,14.9,0.55,918,20.0,172,3.4,1,6.823286122355687,0,4.88,0,0.1,False,False,False,False,True,True,False,False,False,False,True,False,False,False
Z0009,2018,431.9,33,18.2,32.3,0.0,0,0,Pikine,Dakar,14.74164,-17.36738,14.9,0.55,918,20.0,172,3.4,1,6.823286122355687,0,3.64,0,0.1,False,False,False,False,True,True,False,False,False,False,True,False,False,False
Z0009,2019,435.7,28,29.5,56.4,0.0,0,0,Pikine,Dakar,14.74164,-17.36738,14.9,0.55,918,20.0,172,3.4,1,6.823286122355687,0,5.9,0,0.1,False,False,False,False,True,True,False,False,False,False,True,False,False,False
Z0009,2020,399.3,30,14.6,30.8,0.0,1,0,Pikine,Dakar,14.74164,-17.36738,14.9,0.55,918,20.0,172,3.4,1,6.823286122355687,0,2.92,0,0.1,False,False,False,False,True,True,False,False,False,False,True,False,False,False
Z0009,2021,339.1,21,15.5,22.3,0.0,0,0,Pikine,Dakar,14.74164,-17.36738,14.9,0.55,918,20.0,172,3.4,1,6.823286122355687,0,3.1,0,0.1,False,False,False,False,True,True,False,False,False,False,True,False,False,False
Z0009,2022,469.7,33,19.6,33.2,0.0,0,0,Pikine,Dakar,14.74164,-17.36738,14.9,0.55,918,20.0,172,3.4,1,6.823286122355687,0,3.92,0,0.1,False,False,False,False,True,True,False,False,False,False,True,False,False,False
Z0009,2023,325.2,23,10.0,12.2,0.0,0,0,Pikine,Dakar,14.74164,-17.36738,14.9,0.55,918,20.0,172,3.4,1,6.823286122355687,0,2.0,0,0.1,False,False,False,False,True,True,False,False,False,False,True,False,False,False
Z0009,2024,346.5,21,23.3,37.8,0.0,0,0,Pikine,Dakar,14.74164,-17.36738,14.9,0.55,918,20.0,172,3.4,1,6.823286122355687,0,4.66,0,0.1,False,False,False,False,True,True,False,False,False,False,True,False,False,False
Z0010,2015,328.6,22,19.6,29.9,0.0,0,0,Pikine,Dakar,14.74847,-17.38261,10.4,0.18,446,16.2,249,1.7,1,6.102558594613569,0,3.1752,0,0.1,False,False,True,False,False,False,False,False,False,True,True,False,False,False
Z0010,2016,381.3,28,35.7,62.7,0.0,0,0,Pikine,Dakar,14.74847,-17.38261,10.4,0.18,446,16.2,249,1.7,1,6.102558594613569,0,5.7834,0,0.1,False,False,True,False,False,False,False,False,False,True,True,False,False,False
Z0010,2017,732.7,47,27.9,51.3,0.0,1,0,Pikine,Dakar,14.74847,-17.38261,10.4,0.18,446,16.2,249,1.7,1,6.102558594613569,0,4.5198,0,0.1,False,False,True,False,False,False,False,False,False,True,True,False,False,False
Z0010,2018,434.0,35,12.6,24.5,0.0,1,0,Pikine,Dakar,14.74847,-17.38261,10.4,0.18,446,16.2,249,1.7,1,6.102558594613569,0,2.0412,0,0.1,False,False,True,False,False,False,False,False,False,True,True,False,False,False
Z0010,2019,393.5,32,59.3,111.4,0.0,0,0,Pikine,Dakar,14.74847,-17.38261,10.4,0.18,446,16.2,249,1.7,1,6.102558594613569,0,9.6066,0,0.1,False,False,True,False,False,False,False,False,False,True,True,False,False,False
Z0010,2020,383.2,18,10.0,14.3,0.0,1,0,Pikine,Dakar,14.74847,-17.38261,10.4,0.18,446,16.2,249,1.7,1,6.102558594613569,0,1.62,0,0.1,False,False,True,False,False,False,False,False,False,True,True,False,False,False
Z0010,2021,382.0,24,25.7,50.0,0.0,0,0,Pikine,Dakar,14.74847,-17.38261,10.4,0.18,446,16.2,249,1.7,1,6.102558594613569,0,4.163399999999999,0,0.1,False,False,True,False,False,False,False,False,False,True,True,False,False,False
Z0010,2022,393.6,20,10.0,21.8,0.0,0,0,Pikine,Dakar,14.74847,-17.38261,10.4,0.18,446,16.2,249,1.7,1,6.102558594613569,0,1.62,0,0.1,False,False,True,False,False,False,False,False,False,True,True,False,False,False
Z0010,2023,393.5,32,14.9,18.1,0.0,1,0,Pikine,Dakar,14.74847,-17.38261,10.4,0.18,446,16.2,249,1.7,1,6.102558594613569,0,2.4138,0,0.1,False,False,True,False,False,False,False,False,False,True,True,False,False,False
Z0010,2024,497.1,28,25.5,44.3,0.0,0,0,Pikine,Dakar,14.74847,-17.38261,10.4,0.18,446,16.2,249,1.7,1,6.102558594613569,0,4.130999999999999,0,0.1,False,False,True,False,False,False,False,False,False,True,True,False,False,False
Z0011,2015,514.2,41,22.7,35.9,0.0,0,0,Pikine,Dakar,14.76818,-17.41133,4.4,0.79,1295,47.3,3914,3.0,3,7.16703787691222,1,10.737099999999998,0,0.3,False,False,False,False,True,False,False,True,False,False,True,False,False,False
Z0011,2016,496.0,38,10.0,14.6,0.0,0,0,Pikine,Dakar,14.76818,-17.41133,4.4,0.79,1295,47.3,3914,3.0,3,7.16703787691222,1,4.73,0,0.3,False,False,False,False,True,False,False,True,False,False,True,False,False,False
Z0011,2017,512.0,33,14.3,21.0,0.0,0,0,Pikine,Dakar,14.76818,-17.41133,4.4,0.79,1295,47.3,3914,3.0,3,7.16703787691222,1,6.7639,0,0.3,False,False,False,False,True,False,False,True,False,False,True,False,False,False
Z0011,2018,360.5,27,14.3,22.8,0.0,0,0,Pikine,Dakar,14.76818,-17.41133,4.4,0.79,1295,47.3,3914,3.0,3,7.16703787691222,1,6.7639,0,0.3,False,False,False,False,True,False,False,True,False,False,True,False,False,False
Z0011,2019,339.0,24,10.0,21.4,0.0,0,0,Pikine,Dakar,14.76818,-17.41133,4.4,0.79,1295,47.3,3914,3.0,3,7.16703787691222,1,4.73,0,0.3,False,False,False,False,True,False,False,True,False,False,True,False,False,False
Z0011,2020,451.9,32,16.4,32.0,0.0,0,0,Pikine,Dakar,14.76818,-17.41133,4.4,0.79,1295,47.3,3914,3.0,3,7.16703787691222,1,7.757199999999999,0,0.3,False,False,False,False,True,False,False,True,False,False,True,False,False,False
Z0011,2021,278.9,21,10.0,17.8,0.0,0,0,Pikine,Dakar,14.76818,-17.41133,4.4,0.79,1295,47.3,3914,3.0,3,7.16703787691222,1,4.73,0,0.3,False,False,False,False,True,False,False,True,False,False,True,False,False,False
